Record ID,Date,Time,First Response Time (seconds),Call Handle Time (minutes),First Call Resolution (FCR) (Yes/No),Quality of Recent Support (Rating),Average Wait Time (seconds),Customer Satisfaction & Recommendations (Rating),Agent ID/Name,Customer Retention (Yes/No),Fully Burdened Cost per call,Revenue per Call ($),Customer ID,Customer Inquiry Topic,Product Discussed,Customer Revenue ($),Second_Time_Resolution,Repeat
4777,11/14/2023,01:33:39,19,16.54,Yes,5,195,4,Agent 18,No,12.79,221.31,Cust6059,Product Feedback,Laptop,6090.18,,No
4778,11/6/2023,07:03:55,81,41.1,No,3,253,3,Agent 14,Yes,173.61,148.13,Cust6196,Product Setup,Speaker,3733.12,11/06/2023 09:04:01,Yes
4779,11/22/2023,04:05:58,79,38.57,No,3,247,3,Agent 14,Yes,168.68,133.56,Cust8865,Product Setup,Speaker,3590.05,,No
4780,11/6/2023,16:09:59,113,27.36,No,4,184,5,Agent 49,No,63.97,17.05,Cust216,Product Feedback,Headphones,590.73,11/11/2023 20:04:36,No
4781,10/30/2023,11:59:56,113,5.81,No,4,255,1,Agent 39,Yes,10.24,39.97,Cust7780,Technical Support,Headphones,2726.68,10/30/2023 16:20:01,Yes
4782,10/24/2023,04:13:17,50,34.92,Yes,4,11,1,Agent 4,No,96.2,66.6,Cust2684,Account Management,Smartwatch,9559.07,10/24/2023 07:15:12,Yes
4783,10/22/2023,04:58:16,86,48.14,No,3,141,3,Agent 14,No,126.19,232.08,Cust6182,Data Security,Smartphone,2657.02,,No
4784,11/3/2023,15:16:02,99,40.87,No,3,213,3,Agent 27,Yes,14.1,343.9,Cust4638,Warranty Claim,Headphones,7314.35,,No
4785,11/1/2023,06:09:04,95,33.7,Yes,3,167,3,Agent 35,Yes,42.27,23.95,Cust4551,Account Management,Router,3419.56,11/08/2023 21:43:13,No
4786,10/24/2023,23:29:20,111,31.73,Yes,3,36,1,Agent 45,No,176.97,242.11,Cust8954,Product Feedback,Camera,4773.8,,No
4787,11/6/2023,00:12:30,116,21.27,No,1,242,4,Agent 49,No,164.26,108.95,Cust8659,Product Setup,Router,1879.29,,No
4788,11/14/2023,19:15:22,56,11.8,No,4,241,5,Agent 27,No,32.99,456.14,Cust1677,Product Feedback,Laptop,3138.88,,No
4789,11/10/2023,07:05:53,100,4.41,No,2,117,4,Agent 31,No,95.14,376.88,Cust3887,Promotions & Offers,Tablet,8665.23,11/12/2023 06:59:53,Yes
4790,11/16/2023,13:51:28,23,32.43,No,2,269,2,Agent 40,Yes,180.47,461.35,Cust730,Shipping Status,Charger,2464.05,,No
4791,11/18/2023,00:21:12,27,34.04,Yes,5,129,3,Agent 3,No,185.18,225.6,Cust2318,Account Management,Charger,4353.14,,No
4792,10/22/2023,03:16:49,14,20.78,No,1,26,4,Agent 47,Yes,105.75,331.66,Cust5210,Warranty Claim,Printer,3998.42,,No
4793,11/25/2023,07:26:14,81,51.7,Yes,3,174,5,Agent 20,No,176.67,14.89,Cust2307,Product Setup,Headphones,7241.48,,No
4794,10/23/2023,05:49:43,116,44.1,No,1,159,2,Agent 30,No,106.97,105.2,Cust5504,Billing Inquiry,Laptop,1544.3,,No
4795,11/15/2023,04:45:54,18,34.28,Yes,5,253,1,Agent 17,No,47.03,377.5,Cust5557,Billing Inquiry,Smartphone,9606.05,,No
4796,11/8/2023,10:22:31,20,20.04,No,4,202,3,Agent 39,No,36.61,238.86,Cust9661,Product Setup,Charger,4315.29,11/09/2023 01:31:14,Yes
4797,11/6/2023,09:43:13,88,44.27,No,1,275,2,Agent 39,Yes,126.73,106.0,Cust7373,Promotions & Offers,Camera,7546.0,,No
4798,11/21/2023,17:06:23,62,8.01,Yes,2,268,4,Agent 10,Yes,113.66,75.14,Cust5323,Return & Refund,Camera,5839.84,,No
4799,11/17/2023,05:32:01,67,1.2,No,3,11,4,Agent 49,No,174.34,111.01,Cust1330,Promotions & Offers,Headphones,2685.51,,No
4800,10/18/2023,23:40:07,9,23.66,Yes,1,80,5,Agent 31,No,82.6,301.5,Cust166,Shipping Status,Charger,1837.62,,No
4801,11/10/2023,18:13:08,19,20.82,Yes,1,257,2,Agent 3,No,181.2,88.45,Cust7851,Technical Support,Smartphone,3176.76,11/16/2023 12:34:56,No
4802,11/5/2023,11:02:47,94,47.47,Yes,5,95,2,Agent 31,Yes,42.75,68.3,Cust6584,Billing Inquiry,Headphones,4945.06,,No
4803,11/2/2023,05:14:51,120,4.07,No,5,85,3,Agent 42,No,155.61,384.26,Cust8838,Warranty Claim,Headphones,9535.48,11/05/2023 09:54:40,No
4804,10/18/2023,01:25:13,5,39.02,Yes,3,91,2,Agent 11,Yes,45.35,16.15,Cust2023,Product Feedback,Speaker,2839.96,10/18/2023 06:30:46,Yes
4805,11/20/2023,18:22:10,65,42.75,No,2,94,3,Agent 2,Yes,138.32,461.91,Cust5333,Shipping Status,Camera,5696.54,,No
4806,10/29/2023,18:29:07,96,59.77,Yes,1,160,2,Agent 37,Yes,184.57,478.86,Cust8008,Data Security,Router,3275.22,,No
4807,11/25/2023,14:21:43,50,52.33,Yes,1,211,4,Agent 43,No,178.78,342.45,Cust3447,Product Feedback,Charger,1485.33,,No
4808,11/18/2023,05:56:47,51,59.77,Yes,5,78,1,Agent 49,Yes,108.86,350.59,Cust4343,Billing Inquiry,Speaker,4066.33,,No
4809,11/17/2023,18:16:39,120,37.27,No,5,174,1,Agent 50,Yes,141.88,195.79,Cust7681,Product Feedback,Speaker,3525.61,,No
4810,11/9/2023,08:40:36,28,36.53,No,3,96,3,Agent 21,No,193.27,103.48,Cust8489,Data Security,Laptop,4601.96,,No
4811,11/18/2023,19:55:42,62,40.21,No,2,89,3,Agent 2,Yes,137.97,459.83,Cust4738,Shipping Status,Camera,5774.96,,No
4812,10/26/2023,17:35:38,116,53.11,No,2,153,3,Agent 6,No,21.76,41.11,Cust1727,Warranty Claim,Router,5651.56,10/27/2023 08:16:31,Yes
4813,11/9/2023,08:50:12,51,59.77,Yes,5,81,1,Agent 49,Yes,100.53,371.83,Cust8514,Billing Inquiry,Speaker,3971.02,,No
4814,11/9/2023,00:02:38,31,4.93,Yes,5,215,3,Agent 6,No,135.61,125.61,Cust5870,Data Security,Charger,6594.27,11/09/2023 21:10:40,Yes
4815,11/2/2023,21:54:31,74,56.81,No,1,167,3,Agent 36,Yes,183.9,84.12,Cust4346,Promotions & Offers,Headphones,5330.83,11/06/2023 18:03:12,No
4816,11/8/2023,08:11:18,44,8.2,Yes,4,159,1,Agent 18,Yes,143.33,159.05,Cust6908,Product Setup,Smartphone,8187.85,,No
4817,11/15/2023,21:14:21,90,29.29,Yes,5,85,2,Agent 44,Yes,173.72,432.07,Cust3683,Shipping Status,Speaker,6093.73,11/16/2023 05:08:42,Yes
4818,10/24/2023,04:18:53,89,26.14,Yes,2,101,3,Agent 48,Yes,88.58,371.97,Cust426,Return & Refund,Smartphone,5850.14,,No
4819,11/24/2023,16:26:29,99,7.13,Yes,2,111,5,Agent 4,No,79.25,212.45,Cust5434,Shipping Status,Router,7583.36,,No
4820,11/4/2023,10:22:46,46,18.21,Yes,4,271,2,Agent 39,No,106.65,177.45,Cust4667,Product Setup,Headphones,7327.02,11/05/2023 07:11:42,Yes
4821,11/13/2023,08:53:17,103,34.63,No,2,188,1,Agent 45,Yes,39.91,355.1,Cust9146,Product Feedback,Charger,8895.31,,No
4822,11/21/2023,21:40:01,87,51.14,No,3,146,3,Agent 14,No,129.02,258.67,Cust6689,Data Security,Smartphone,2332.26,11/22/2023 04:06:23,Yes
4823,11/24/2023,09:01:36,90,41.48,No,3,293,1,Agent 9,Yes,181.26,171.07,Cust9063,Product Feedback,Speaker,9520.56,12/01/2023 10:17:07,No
4824,11/9/2023,03:08:16,24,1.2,Yes,3,230,3,Agent 39,No,162.82,28.51,Cust6130,Product Setup,Camera,4482.85,11/09/2023 18:35:24,Yes
4825,11/24/2023,00:21:39,99,43.16,Yes,2,92,2,Agent 36,Yes,22.42,185.88,Cust3951,Warranty Claim,Router,4208.75,11/24/2023 02:43:30,Yes
4826,11/8/2023,16:43:50,79,23.05,Yes,2,148,5,Agent 7,No,36.73,134.42,Cust1047,Product Setup,Printer,4152.31,,No
4827,10/26/2023,21:27:38,111,13.45,Yes,1,271,2,Agent 34,Yes,45.16,10.98,Cust8607,Technical Support,Headphones,8063.2,,No
4828,11/7/2023,17:31:51,23,35.95,Yes,5,137,3,Agent 3,No,181.99,231.79,Cust328,Account Management,Charger,3875.5,,No
4829,10/21/2023,10:18:20,76,25.76,Yes,3,150,4,Agent 46,No,70.38,274.02,Cust9463,Billing Inquiry,Printer,5682.32,,No
4830,11/14/2023,16:29:34,99,51.71,Yes,4,103,5,Agent 31,Yes,85.89,266.35,Cust2137,Billing Inquiry,Camera,9750.21,11/16/2023 21:15:20,No
4831,10/26/2023,01:42:37,53,56.35,Yes,5,83,1,Agent 49,Yes,116.47,365.87,Cust5918,Billing Inquiry,Speaker,4038.52,10/26/2023 14:41:28,Yes
4832,11/2/2023,06:54:13,103,56.09,Yes,1,177,2,Agent 37,Yes,182.33,465.8,Cust2362,Data Security,Router,3271.13,,No
4833,10/31/2023,17:48:33,67,48.69,Yes,1,285,2,Agent 30,No,38.93,467.37,Cust4624,Shipping Status,Camera,6812.12,,No
4834,10/26/2023,03:11:53,11,26.05,Yes,4,71,5,Agent 24,No,119.5,253.83,Cust5884,Product Feedback,Tablet,1275.98,,No
4835,11/14/2023,10:54:41,73,51.22,No,2,179,3,Agent 6,No,56.1,78.7,Cust7378,Product Setup,Smartwatch,5036.58,11/14/2023 12:20:17,Yes
4836,10/29/2023,10:41:15,42,37.58,No,4,179,2,Agent 10,Yes,21.75,385.37,Cust235,Promotions & Offers,Laptop,6189.15,,No
4837,11/23/2023,07:24:32,26,59.77,Yes,4,145,1,Agent 13,No,35.84,109.38,Cust9453,Billing Inquiry,Tablet,6824.3,11/23/2023 12:40:22,Yes
4838,10/16/2023,23:27:18,77,45.96,No,2,178,4,Agent 2,Yes,135.23,323.74,Cust2681,Return & Refund,Smartphone,8722.98,,No
4839,11/3/2023,19:31:28,73,4.63,Yes,4,281,4,Agent 32,Yes,92.82,260.35,Cust6922,Product Setup,Camera,8436.79,11/13/2023 08:22:29,No
4840,11/4/2023,05:55:23,25,29.25,Yes,5,129,1,Agent 42,No,184.13,403.43,Cust2294,Product Setup,Smartwatch,3463.02,,No
4841,11/9/2023,01:06:11,68,54.11,No,4,244,5,Agent 43,Yes,68.94,317.22,Cust9536,Warranty Claim,Smartwatch,9972.6,11/09/2023 19:33:15,Yes
4842,10/21/2023,12:01:39,33,55.5,No,2,11,3,Agent 34,Yes,122.96,482.0,Cust8226,Promotions & Offers,Charger,112.07,,No
4843,11/20/2023,01:48:57,77,39.84,Yes,5,279,2,Agent 43,Yes,153.67,336.7,Cust1435,Product Feedback,Speaker,7301.41,,No
4844,10/25/2023,13:50:34,18,39.01,Yes,2,37,4,Agent 18,Yes,85.26,249.05,Cust3492,Promotions & Offers,Router,763.92,,No
4845,10/31/2023,23:53:27,54,5.12,Yes,5,158,4,Agent 17,No,61.17,378.54,Cust4157,Product Feedback,Printer,995.41,,No
4846,11/8/2023,05:58:39,90,22.18,No,1,175,5,Agent 38,No,187.46,274.05,Cust7091,Promotions & Offers,Printer,8848.2,,No
4847,10/16/2023,21:36:44,116,21.25,No,1,237,4,Agent 49,No,159.32,130.5,Cust8947,Product Setup,Router,1871.0,10/17/2023 06:23:03,Yes
4848,11/10/2023,13:35:00,118,54.64,Yes,3,201,3,Agent 44,Yes,41.59,110.66,Cust8117,Data Security,Smartphone,6874.13,11/10/2023 18:32:48,Yes
4849,10/24/2023,19:58:07,94,33.34,No,3,212,3,Agent 27,Yes,23.26,351.58,Cust2991,Warranty Claim,Headphones,7708.49,10/24/2023 21:54:45,Yes
4850,11/16/2023,01:40:15,112,31.83,No,3,108,2,Agent 32,No,155.46,117.93,Cust6965,Billing Inquiry,Camera,5335.87,11/21/2023 10:11:05,No
4851,10/28/2023,04:36:12,79,57.47,Yes,1,41,4,Agent 21,Yes,104.88,458.1,Cust8855,Promotions & Offers,Smartphone,6658.86,10/28/2023 23:32:05,Yes
4852,11/9/2023,17:21:50,88,17.2,No,1,168,2,Agent 12,Yes,83.7,220.55,Cust1107,Technical Support,Headphones,8514.86,11/09/2023 21:48:42,Yes
4853,11/5/2023,15:58:07,55,29.82,No,1,299,1,Agent 37,Yes,28.79,389.42,Cust2084,Data Security,Tablet,8456.55,11/08/2023 20:34:00,No
4854,11/20/2023,21:15:41,27,35.04,No,3,106,3,Agent 21,No,189.83,99.51,Cust7270,Data Security,Laptop,4892.2,11/23/2023 15:52:00,No
4855,10/30/2023,22:09:29,91,42.92,No,2,121,1,Agent 35,No,186.11,323.84,Cust3751,Product Feedback,Speaker,9907.8,,No
4856,11/5/2023,18:25:37,85,4.48,No,5,244,5,Agent 39,Yes,197.02,216.82,Cust8352,Warranty Claim,Speaker,9872.0,,No
4857,11/7/2023,01:46:28,37,14.1,No,4,222,2,Agent 30,Yes,27.73,121.79,Cust8545,Promotions & Offers,Smartphone,1320.59,11/07/2023 05:52:03,Yes
4858,10/21/2023,03:11:51,61,56.42,Yes,5,168,4,Agent 25,Yes,45.16,436.31,Cust3690,Data Security,Smartwatch,4884.26,,No
4859,11/7/2023,09:23:45,76,48.21,No,2,165,3,Agent 6,No,54.68,82.34,Cust9790,Product Setup,Smartwatch,5061.05,11/07/2023 14:51:57,Yes
4860,11/5/2023,05:42:15,24,36.02,Yes,5,119,3,Agent 3,No,182.06,224.35,Cust8733,Account Management,Charger,3684.31,,No
4861,10/23/2023,12:53:49,91,59.66,No,2,37,1,Agent 36,No,78.55,364.73,Cust2684,Data Security,Headphones,8725.84,10/28/2023 06:20:42,No
4862,11/10/2023,12:44:46,30,49.27,Yes,3,121,5,Agent 46,No,152.34,62.19,Cust6783,Warranty Claim,Camera,4115.78,,No
4863,11/6/2023,03:04:49,119,52.65,No,2,148,3,Agent 6,No,36.71,48.98,Cust4303,Warranty Claim,Router,5748.42,11/06/2023 04:31:50,Yes
4864,10/22/2023,08:19:54,82,38.6,No,1,194,3,Agent 25,No,144.56,373.56,Cust6988,Data Security,Laptop,8857.62,,No
4865,11/10/2023,18:57:26,36,14.73,Yes,4,161,1,Agent 18,Yes,122.34,165.03,Cust5066,Product Setup,Smartphone,8550.48,,No
4866,11/4/2023,11:03:45,11,11.76,No,2,75,4,Agent 17,No,171.42,351.19,Cust5376,Technical Support,Smartphone,5935.34,11/09/2023 13:41:33,No
4867,11/21/2023,20:35:03,103,24.23,Yes,3,64,2,Agent 1,No,68.97,356.73,Cust5617,Product Feedback,Smartwatch,3857.56,11/23/2023 21:15:00,No
4868,11/7/2023,05:07:13,86,39.69,Yes,1,237,1,Agent 41,No,99.89,325.05,Cust3772,Technical Support,Smartphone,4662.14,11/10/2023 02:39:21,No
4869,10/26/2023,10:31:02,47,20.97,No,5,258,2,Agent 27,No,173.71,126.44,Cust5332,Data Security,Camera,8089.28,10/29/2023 01:08:20,No
4870,11/15/2023,06:53:56,90,22.39,No,2,92,1,Agent 48,Yes,193.13,381.86,Cust3159,Billing Inquiry,Speaker,3998.64,11/15/2023 08:59:31,Yes
4871,11/2/2023,15:09:55,44,29.02,Yes,4,280,4,Agent 32,Yes,102.86,221.38,Cust8130,Return & Refund,Camera,112.07,,No
4872,11/19/2023,00:45:12,37,21.55,No,5,45,2,Agent 25,Yes,39.98,218.02,Cust7856,Warranty Claim,Router,5705.85,11/19/2023 01:16:08,Yes
4873,11/3/2023,16:41:44,107,44.82,Yes,4,271,1,Agent 9,No,199.78,417.17,Cust3171,Return & Refund,Smartphone,3781.45,11/06/2023 11:46:54,No
4874,10/25/2023,03:03:36,84,15.18,No,3,56,3,Agent 20,Yes,165.8,152.23,Cust8258,Product Feedback,Charger,5121.51,,No
4875,11/5/2023,14:39:17,72,51.09,Yes,2,13,4,Agent 42,Yes,70.69,233.91,Cust5156,Return & Refund,Router,5180.27,,No
4876,10/20/2023,20:04:23,115,20.75,No,4,188,5,Agent 49,No,57.34,10.98,Cust3265,Product Feedback,Headphones,591.36,,No
4877,11/1/2023,10:56:33,8,28.27,Yes,4,69,5,Agent 24,No,115.51,239.27,Cust3256,Product Feedback,Tablet,1233.83,11/01/2023 11:45:04,Yes
4878,11/8/2023,06:57:43,65,4.71,No,3,22,4,Agent 49,No,188.56,90.15,Cust6212,Promotions & Offers,Headphones,3159.71,,No
4879,11/10/2023,08:30:36,41,53.38,No,4,19,1,Agent 15,No,132.38,264.8,Cust7663,Promotions & Offers,Tablet,6573.19,11/10/2023 12:30:47,Yes
4880,10/31/2023,17:34:52,99,47.48,Yes,2,100,5,Agent 2,No,124.79,238.26,Cust7113,Warranty Claim,Tablet,2400.65,,No
4881,10/22/2023,22:57:28,102,11.22,Yes,1,278,2,Agent 34,Yes,43.2,20.84,Cust6217,Technical Support,Headphones,7853.28,,No
4882,10/29/2023,11:48:21,83,1.2,No,3,223,4,Agent 46,No,71.05,327.17,Cust2110,Billing Inquiry,Headphones,2373.45,,No
4883,11/6/2023,00:39:41,51,28.46,Yes,4,11,1,Agent 4,No,86.12,80.83,Cust3264,Account Management,Smartwatch,9972.6,,No
4884,11/7/2023,12:21:44,38,14.76,Yes,4,161,1,Agent 18,Yes,131.96,171.83,Cust6200,Product Setup,Smartphone,8741.55,11/08/2023 10:33:49,Yes
4885,11/19/2023,06:56:17,5,1.2,No,2,184,5,Agent 25,Yes,178.87,426.07,Cust2450,Technical Support,Smartphone,5021.99,,No
4886,10/18/2023,20:00:11,43,24.61,No,5,17,2,Agent 25,Yes,32.95,204.33,Cust3339,Warranty Claim,Router,6053.84,10/18/2023 20:30:42,Yes
4887,11/7/2023,02:53:16,19,40.97,No,3,235,3,Agent 3,No,88.06,134.63,Cust3804,Shipping Status,Laptop,8208.27,,No
4888,10/24/2023,02:35:00,25,53.13,Yes,2,88,2,Agent 48,Yes,64.72,237.52,Cust2687,Account Management,Speaker,2771.66,10/25/2023 09:43:52,Yes
4889,11/20/2023,23:26:52,39,34.89,Yes,3,49,1,Agent 38,No,89.63,188.59,Cust8103,Product Feedback,Speaker,7499.56,,No
4890,11/13/2023,01:57:29,50,8.0,Yes,3,131,5,Agent 13,No,35.47,472.22,Cust3108,Product Setup,Speaker,6951.22,11/13/2023 05:49:58,Yes
4891,10/27/2023,12:21:25,92,46.08,No,2,124,1,Agent 35,No,179.79,344.0,Cust3804,Product Feedback,Speaker,9675.86,10/27/2023 18:09:11,Yes
4892,11/8/2023,21:50:17,91,43.98,No,3,292,1,Agent 9,Yes,168.38,178.85,Cust3208,Product Feedback,Speaker,9218.05,,No
4893,11/20/2023,06:32:53,37,37.19,No,1,173,4,Agent 1,Yes,92.72,493.75,Cust9566,Data Security,Smartphone,6212.21,11/24/2023 10:20:44,No
4894,10/22/2023,12:33:32,89,31.36,No,5,67,1,Agent 25,No,182.76,110.61,Cust4871,Account Management,Tablet,625.99,10/22/2023 16:40:55,Yes
4895,10/29/2023,09:13:08,96,39.25,No,2,121,1,Agent 35,No,179.13,309.93,Cust274,Product Feedback,Speaker,9972.6,11/01/2023 08:19:43,No
4896,11/4/2023,19:04:23,22,10.36,No,4,288,3,Agent 34,No,112.87,364.6,Cust3489,Shipping Status,Camera,7054.25,,No
4897,10/26/2023,15:31:50,61,37.0,No,2,85,3,Agent 2,Yes,136.19,465.77,Cust7723,Shipping Status,Camera,5743.94,,No
4898,10/22/2023,00:54:46,53,59.77,Yes,5,82,1,Agent 49,Yes,109.55,344.99,Cust7075,Billing Inquiry,Speaker,3665.74,,No
4899,10/24/2023,08:03:04,90,43.1,Yes,5,283,2,Agent 43,Yes,147.93,327.68,Cust1811,Product Feedback,Speaker,7600.91,10/24/2023 11:17:36,Yes
4900,10/29/2023,22:58:13,113,33.55,No,5,166,1,Agent 50,Yes,141.19,184.79,Cust8849,Product Feedback,Speaker,3039.75,10/30/2023 01:15:41,Yes
4901,11/16/2023,00:59:03,94,8.2,No,1,63,2,Agent 38,No,75.86,91.33,Cust4745,Promotions & Offers,Tablet,1410.0,11/16/2023 02:37:03,Yes
4902,11/24/2023,22:46:09,78,41.12,No,2,178,4,Agent 2,Yes,130.18,326.65,Cust7602,Return & Refund,Smartphone,8303.29,,No
4903,10/25/2023,07:26:54,83,44.99,No,2,122,1,Agent 35,No,181.53,324.1,Cust3293,Product Feedback,Speaker,9972.6,10/26/2023 00:26:31,Yes
4904,11/18/2023,04:18:02,116,49.71,No,2,140,3,Agent 6,No,19.5,69.19,Cust5417,Warranty Claim,Router,5667.84,11/20/2023 18:22:57,No
4905,11/3/2023,12:09:45,36,33.65,Yes,2,210,2,Agent 32,Yes,117.07,126.45,Cust6412,Promotions & Offers,Tablet,6747.57,11/14/2023 22:04:09,No
4906,10/21/2023,09:36:55,23,33.9,Yes,5,252,1,Agent 17,No,58.41,363.25,Cust6710,Billing Inquiry,Smartphone,8912.85,,No
4907,11/9/2023,14:05:10,74,41.74,Yes,1,64,3,Agent 31,Yes,109.64,172.62,Cust6590,Promotions & Offers,Router,9390.21,,No
4908,11/1/2023,07:51:51,9,40.6,Yes,3,84,2,Agent 11,Yes,58.12,10.98,Cust8830,Product Feedback,Speaker,2503.03,11/12/2023 08:29:31,No
4909,10/28/2023,23:29:57,120,30.99,No,4,127,2,Agent 6,No,165.81,185.75,Cust7466,Return & Refund,Camera,8363.01,,No
4910,10/31/2023,12:56:24,22,22.04,Yes,1,236,2,Agent 3,No,186.29,95.7,Cust5824,Technical Support,Smartphone,3312.58,11/21/2023 13:02:24,No
4911,11/6/2023,03:18:52,87,6.25,No,5,226,5,Agent 39,Yes,199.78,235.27,Cust3333,Warranty Claim,Speaker,9727.25,11/09/2023 06:55:06,No
4912,11/5/2023,15:02:05,92,35.79,Yes,3,180,3,Agent 35,Yes,43.43,10.98,Cust527,Account Management,Router,2322.53,,No
4913,11/1/2023,12:37:23,60,19.42,Yes,4,41,1,Agent 17,No,135.32,310.88,Cust2567,Shipping Status,Speaker,8412.31,,No
4914,10/21/2023,00:30:45,28,38.76,Yes,3,80,3,Agent 22,No,59.82,70.51,Cust2929,Promotions & Offers,Tablet,3417.86,10/23/2023 01:48:16,No
4915,11/6/2023,08:34:05,10,12.9,Yes,3,182,4,Agent 16,No,129.05,177.16,Cust8333,Data Security,Laptop,7953.98,,No
4916,11/21/2023,13:59:27,93,42.52,Yes,2,106,5,Agent 2,No,122.41,266.33,Cust3253,Warranty Claim,Tablet,2726.93,11/22/2023 04:49:11,Yes
4917,11/1/2023,12:18:41,19,33.89,No,4,226,1,Agent 14,Yes,181.35,25.94,Cust162,Product Setup,Printer,9150.95,11/03/2023 15:08:06,No
4918,11/7/2023,08:09:32,88,31.22,Yes,5,72,2,Agent 44,Yes,155.1,435.94,Cust9678,Shipping Status,Speaker,6554.01,11/07/2023 11:40:57,Yes
4919,11/11/2023,00:52:36,49,17.32,Yes,2,76,3,Agent 47,No,31.48,118.77,Cust4469,Shipping Status,Headphones,3645.89,,No
4920,11/2/2023,19:41:43,68,27.01,No,2,188,1,Agent 8,No,50.14,85.62,Cust7261,Billing Inquiry,Smartwatch,8615.17,11/02/2023 21:34:45,Yes
4921,11/17/2023,10:46:02,40,28.92,No,3,285,2,Agent 30,No,181.14,243.97,Cust714,Return & Refund,Tablet,775.03,11/18/2023 04:36:20,Yes
4922,10/18/2023,01:29:21,79,42.82,Yes,5,290,2,Agent 43,Yes,148.02,349.36,Cust4211,Product Feedback,Speaker,7353.56,10/21/2023 21:46:04,No
4923,10/21/2023,09:41:02,92,48.93,Yes,2,288,1,Agent 50,Yes,40.19,66.46,Cust8615,Product Setup,Smartphone,5978.31,,No
4924,10/17/2023,19:10:44,98,35.57,Yes,3,164,3,Agent 35,Yes,32.56,24.5,Cust3464,Account Management,Router,3058.08,,No
4925,11/23/2023,04:07:45,25,45.82,Yes,1,287,1,Agent 36,No,85.44,436.38,Cust4598,Return & Refund,Smartphone,2916.21,,No
4926,10/20/2023,14:04:59,91,4.86,No,5,227,5,Agent 39,Yes,191.71,236.31,Cust9461,Warranty Claim,Speaker,9419.56,,No
4927,11/18/2023,01:22:57,47,29.89,Yes,4,286,4,Agent 32,Yes,107.66,250.38,Cust1112,Return & Refund,Camera,523.85,,No
4928,10/20/2023,12:24:53,90,34.86,Yes,3,164,3,Agent 35,Yes,44.2,32.15,Cust7531,Account Management,Router,3047.9,,No
4929,11/3/2023,04:56:57,119,45.97,No,2,161,3,Agent 6,No,20.04,72.68,Cust4136,Warranty Claim,Router,5812.7,11/05/2023 21:14:27,No
4930,11/7/2023,10:01:08,18,54.39,No,4,278,5,Agent 27,No,131.91,53.93,Cust2018,Return & Refund,Tablet,1412.25,11/07/2023 11:29:03,Yes
4931,11/17/2023,04:31:26,37,59.22,No,2,28,3,Agent 34,Yes,121.84,460.15,Cust2366,Promotions & Offers,Charger,149.99,11/21/2023 21:41:59,No
4932,10/22/2023,22:40:54,107,47.46,Yes,2,158,3,Agent 21,No,51.66,311.91,Cust4668,Data Security,Charger,6778.81,,No
4933,11/11/2023,15:45:34,48,22.03,No,5,32,2,Agent 25,Yes,39.69,195.79,Cust5395,Warranty Claim,Router,5902.27,11/12/2023 02:54:02,Yes
4934,11/20/2023,09:09:09,118,53.15,Yes,2,52,5,Agent 4,No,156.6,333.93,Cust2222,Product Setup,Charger,9840.3,,No
4935,11/23/2023,13:56:54,89,21.35,Yes,3,225,1,Agent 2,No,108.97,70.42,Cust1297,Promotions & Offers,Speaker,7447.66,11/23/2023 16:51:25,Yes
4936,11/24/2023,23:13:58,21,36.08,Yes,5,119,3,Agent 3,No,184.51,224.42,Cust9738,Account Management,Charger,4374.33,,No
4937,11/22/2023,17:27:02,90,2.32,No,3,287,1,Agent 11,No,75.79,241.9,Cust7288,Account Management,Router,8687.94,,No
4938,10/30/2023,14:18:33,81,1.2,No,3,224,4,Agent 46,No,57.0,339.56,Cust5628,Billing Inquiry,Headphones,2233.38,11/03/2023 15:50:48,No
4939,10/24/2023,13:35:23,104,28.58,Yes,3,168,3,Agent 35,Yes,57.82,24.91,Cust7772,Account Management,Router,3287.55,,No
4940,11/2/2023,13:33:27,33,40.25,Yes,1,117,3,Agent 14,Yes,108.81,364.6,Cust801,Return & Refund,Laptop,7417.95,,No
4941,10/25/2023,05:27:11,118,46.04,No,2,228,1,Agent 45,Yes,97.33,51.79,Cust8642,Product Feedback,Speaker,1624.5,10/25/2023 10:47:27,Yes
4942,11/22/2023,18:14:50,82,54.64,Yes,1,32,4,Agent 21,Yes,105.3,410.86,Cust3062,Promotions & Offers,Smartphone,6256.3,,No
4943,11/4/2023,01:36:12,112,32.79,Yes,4,184,4,Agent 39,No,73.68,31.45,Cust2136,Promotions & Offers,Charger,6932.98,11/10/2023 00:01:48,No
4944,10/29/2023,01:56:38,114,23.02,No,1,234,4,Agent 49,No,155.85,140.49,Cust5227,Product Setup,Router,1881.82,,No
4945,11/22/2023,10:33:21,87,56.33,No,2,24,1,Agent 36,No,75.48,361.17,Cust9033,Data Security,Headphones,8464.88,11/24/2023 03:01:12,Yes
4946,10/28/2023,15:23:05,15,28.02,Yes,4,84,5,Agent 24,No,117.62,254.04,Cust5046,Product Feedback,Tablet,1129.74,,No
4947,11/5/2023,12:59:07,83,21.69,No,2,102,1,Agent 48,Yes,191.12,375.72,Cust2416,Billing Inquiry,Speaker,3454.18,11/06/2023 01:43:39,Yes
4948,11/4/2023,00:26:02,55,3.91,Yes,4,45,4,Agent 20,Yes,41.06,414.69,Cust2169,Return & Refund,Smartwatch,7274.44,,No
4949,11/19/2023,04:23:46,19,34.21,No,3,218,3,Agent 3,No,92.88,138.02,Cust3748,Shipping Status,Laptop,8574.72,11/19/2023 23:14:24,Yes
